t,nodes,edges,degre_moyen,taille_composante_geante,longueur_moyenne_chemins,coefficient_clustering,efficacite_globale,efficacite_locale,scenario
53,100,1981,39.62,1.0,1.857979797979798,0.732794645530396,0.6622948532948397,0.8538459706471079,sans_panne
54,100,1979,39.58,1.0,1.860808080808081,0.7326631429723774,0.6618302068301936,0.8537850247280532,sans_panne
55,100,1979,39.58,1.0,1.8604040404040405,0.7317542376650951,0.6618571428571293,0.8533349506356777,sans_panne
56,100,1977,39.54,1.0,1.8606060606060606,0.7322816768983558,0.6616887926887793,0.8537679909340617,sans_panne
57,100,1981,39.62,1.0,1.8597979797979798,0.7336114823875641,0.6620928330928194,0.8544402930216591,sans_panne
58,100,1980,39.6,1.0,1.8612121212121213,0.7350686168781527,0.6618807118806982,0.8551692873898219,sans_panne
59,100,1981,39.62,1.0,1.8583838383838385,0.7343934143563446,0.6622611832611696,0.85483788856992,sans_panne
60,100,1980,39.6,1.0,1.858989898989899,0.7353257430313634,0.6620928330928195,0.8554605962027952,sans_panne
61,100,1978,39.56,1.0,1.86,0.7363536134738967,0.6618066378066245,0.8560848739630871,sans_panne
62,100,1984,39.68,1.0,1.8587878787878789,0.7366192463032017,0.6623958633958494,0.856219176610717,sans_panne
63,100,1985,39.7,1.0,1.858989898989899,0.7375498945331685,0.6624295334295198,0.8567811906756755,sans_panne
64,100,1985,39.7,1.0,1.8591919191919193,0.7375043243328259,0.6623958633958495,0.8567648295139918,sans_panne
65,100,1983,39.66,1.0,1.858989898989899,0.7377025745681783,0.6622611832611696,0.8568639430132236,sans_panne
66,100,1980,39.6,1.0,1.8638383838383838,0.7379709490870419,0.6613924963924831,0.8570076857634512,sans_panne
67,100,1982,39.64,1.0,1.8648484848484848,0.7386871977853222,0.6614093314093181,0.8574362981649523,sans_panne
68,100,1981,39.62,1.0,1.8652525252525252,0.7386050668559107,0.6612746512746381,0.8573946192929952,sans_panne
69,100,1977,39.54,1.0,1.8711111111111112,0.7394385314659757,0.6602376142376011,0.8577445821284675,sans_panne
70,100,1978,39.56,1.0,1.8705050505050504,0.7393876092780975,0.6604059644059512,0.8577289145285444,sans_panne
71,100,1981,39.62,1.0,1.8668686868686868,0.739869618376614,0.661113035113022,0.8580343423010476,sans_panne
72,100,1981,39.62,1.0,1.8668686868686868,0.7398703503104953,0.661113035113022,0.8580296940556336,sans_panne
73,100,1980,39.6,1.0,1.8674747474747475,0.7400102496695227,0.660944684944672,0.8581540513872271,sans_panne
74,100,1986,39.72,1.0,1.8628282828282827,0.740544982811128,0.6620389610389481,0.8585001400451817,sans_panne
75,100,1989,39.78,1.0,1.8616161616161617,0.7396270705472336,0.6624430014429883,0.8580309896304898,sans_panne
76,100,1983,39.66,1.0,1.8692929292929292,0.7395127706335753,0.661129870129857,0.8579637507478247,sans_panne
77,100,1983,39.66,1.0,1.8696969696969696,0.7393635803053898,0.6610625300625169,0.8578857575933515,sans_panne
78,100,1972,39.44,1.0,1.8745454545454545,0.7385162086622412,0.6596315536315405,0.8574489302457196,sans_panne
79,100,1969,39.38,1.0,1.86989898989899,0.7474254116230965,0.6596868686868556,0.8677460709709599,sans_panne
80,100,1969,39.38,1.0,1.8703030303030304,0.7473362510824226,0.6596363636363507,0.8676801822148849,sans_panne
81,100,1968,39.36,1.0,1.8717171717171717,0.7477122764083941,0.6593838383838255,0.8678674903314881,sans_panne
82,100,1968,39.36,1.0,1.8725252525252525,0.7480925364677958,0.6592659932659801,0.8680574891687126,sans_panne
83,100,1971,39.42,1.0,1.8727272727272728,0.7490010097086238,0.6594680134680004,0.8685566367230076,sans_panne
84,100,1969,39.38,1.0,1.8745454545454545,0.7492937468494865,0.6590875420875292,0.8687112959755582,sans_panne
85,100,1973,39.46,1.0,1.8733333333333333,0.7499948200548551,0.6595589225589097,0.8690625641772008,sans_panne
86,100,1974,39.48,1.0,1.8733333333333333,0.7505081685526461,0.6596262626262497,0.8693142328173551,sans_panne
87,100,1975,39.5,1.0,1.8727272727272728,0.7504984242385424,0.6597946127945999,0.8693091456308909,sans_panne
